Código da Árvore;DAP;HT;Altura da secção;Diâmetro da secção;Espessura da casca;talhao;material_genetico_cod;idade;V5casca
1;12;24.8;0.1;13.45;0.4;T-6;GG-100;2;0.008153022
1;12;24.8;0.7;12.85;0.3;T-6;GG-100;2;0.007283527
1;12;24.8;1.3;12;0.3;T-6;GG-100;2;0.007753598
1;12;24.8;2;11.75;0.3;T-6;GG-100;2;0.010347719
1;12;24.8;3;11.2;0.2;T-6;GG-100;2;0.009338384
1;12;24.8;4;10.6;0.2;T-6;GG-100;2;0.008824734
1;12;24.8;5;10.6;0.2;T-6;GG-100;2;0.007664308
1;12;24.8;6;9.1;0.2;T-6;GG-100;2;0.006293003
1;12;24.8;7;8.8;0.2;T-6;GG-100;2;0.005878313
1;12;24.8;8;8.5;0.2;T-6;GG-100;2;0.00541375
1;12;24.8;9;8.1;0.2;T-6;GG-100;2;0.004838763
1;12;24.8;10;7.59;0.1;T-6;GG-100;2;0.004326389
1;12;24.8;11;7.25;0.1;T-6;GG-100;2;0.004043721
1;12;24.8;12;7.1;0.1;T-6;GG-100;2;0.003613322
1;12;24.8;13;6.45;0.1;T-6;GG-100;2;0.003242222
1;12;24.8;14;6.4;0.1;T-6;GG-100;2;0.003069729
1;12;24.8;15;6.1;0.1;T-6;GG-100;2;0.002585236
1;12;24.8;16;5.35;0.1;T-6;GG-100;2;0.002066873
1;12;24.8;17;4.9;0.1;T-6;GG-100;2;0.001619196
1;12;24.8;18;4.15;0.1;T-6;GG-100;2;0.001289035
1;12;24.8;19;3.95;0.1;T-6;GG-100;2;0.001118823
1;12;24.8;20;3.59;0.1;T-6;GG-100;2;0.000859544
1;12;24.8;21;3;0.1;T-6;GG-100;2;0.000518461
1;12;24.8;22;2.05;0.1;T-6;GG-100;2;0.000225413
1;12;24.8;23;1.24;0.1;T-6;GG-100;2;8.12384E-05
1;12;24.8;24;0.8;0.1;T-6;GG-100;2;0
2;12.5;26.4;0.1;14.7;0.7;T-6;GG-100;2;0.009165891
2;12.5;26.4;0.7;13.15;0.5;T-6;GG-100;2;0.007755944
2;12.5;26.4;1.3;12.5;0.5;T-6;GG-100;2;0.008617825
2;12.5;26.4;2;12.54;0.4;T-6;GG-100;2;0.011505066
2;12.5;26.4;3;11.65;0.4;T-6;GG-100;2;0.010568514
2;12.5;26.4;4;11.55;0.3;T-6;GG-100;2;0.009819146
2;12.5;26.4;5;10.8;0.3;T-6;GG-100;2;0.008468261
2;12.5;26.4;6;9.95;0.3;T-6;GG-100;2;0.007659301
2;12.5;26.4;7;9.8;0.2;T-6;GG-100;2;0.007023423
2;12.5;26.4;8;9.1;0.2;T-6;GG-100;2;0.006327658
2;12.5;26.4;9;8.85;0.2;T-6;GG-100;2;0.005813714
2;12.5;26.4;10;8.35;0.2;T-6;GG-100;2;0.0054433
2;12.5;26.4;11;8.3;0.2;T-6;GG-100;2;0.005063953
2;12.5;26.4;12;7.75;0.2;T-6;GG-100;2;0.004597132
2;12.5;26.4;13;7.55;0.2;T-6;GG-100;2;0.004162708
2;12.5;26.4;14;7;0.2;T-6;GG-100;2;0.003453301
2;12.5;26.4;15;6.24;0.2;T-6;GG-100;2;0.003038611
2;12.5;26.4;16;6.2;0.2;T-6;GG-100;2;0.002719147
2;12.5;26.4;17;5.55;0.2;T-6;GG-100;2;0.002291988
2;12.5;26.4;18;5.25;0.1;T-6;GG-100;2;0.002044588
2;12.5;26.4;19;4.95;0.1;T-6;GG-100;2;0.00186699
2;12.5;26.4;20;4.8;0.1;T-6;GG-100;2;0.001517487
2;12.5;26.4;21;3.95;0.1;T-6;GG-100;2;0.001027497
2;12.5;26.4;22;3.25;0.1;T-6;GG-100;2;0.000756535
2;12.5;26.4;23;2.95;0.1;T-6;GG-100;2;0.00054055
2;12.5;26.4;24;2.25;0.1;T-6;GG-100;2;0.000363836
2;12.5;26.4;25;2.05;0.1;T-6;GG-100;2;0.000284461
2;12.5;26.4;26;1.85;0.1;T-6;GG-100;2;0
3;13;27.3;0.1;15.15;0.6;T-6;GG-100;2;0.009632467
3;13;27.3;0.7;13.39;0.3;T-6;GG-100;2;0.008206439
3;13;27.3;1.3;13;0.3;T-6;GG-100;2;0.00929126
3;13;27.3;2;13;0.3;T-6;GG-100;2;0.012244456
3;13;27.3;3;11.95;0.3;T-6;GG-100;2;0.010533858
3;13;27.3;4;11.2;0.2;T-6;GG-100;2;0.009173451
3;13;27.3;5;10.4;0.2;T-6;GG-100;2;0.008253357
3;13;27.3;6;10.1;0.2;T-6;GG-100;2;0.007777405
3;13;27.3;7;9.8;0.2;T-6;GG-100;2;0.007059257
3;13;27.3;8;9.15;0.2;T-6;GG-100;2;0.006294377
3;13;27.3;9;8.75;0.2;T-6;GG-100;2;0.005944875
3;13;27.3;10;8.65;0.2;T-6;GG-100;2;0.005420229
3;13;27.3;11;7.95;0.2;T-6;GG-100;2;0.004655687
3;13;27.3;12;7.44;0.1;T-6;GG-100;2;0.004125543
3;13;27.3;13;7.05;0.1;T-6;GG-100;2;0.003714639
3;13;27.3;14;6.7;0.1;T-6;GG-100;2;0.003396553
3;13;27.3;15;6.45;0.1;T-6;GG-100;2;0.003192349
3;13;27.3;16;6.3;0.1;T-6;GG-100;2;0.002807783
3;13;27.3;17;5.64;0.1;T-6;GG-100;2;0.002331537
3;13;27.3;18;5.25;0.1;T-6;GG-100;2;0.002025247
3;13;27.3;19;4.9;0.1;T-6;GG-100;2;0.001685955
3;13;27.3;20;4.35;0.1;T-6;GG-100;2;0.001355794
3;13;27.3;21;3.95;0.1;T-6;GG-100;2;0.000954455
3;13;27.3;22;2.95;0.1;T-6;GG-100;2;0.000567941
3;13;27.3;23;2.4;0.1;T-6;GG-100;2;0.000375518
3;13;27.3;24;1.95;0.1;T-6;GG-100;2;0.000226293
3;13;27.3;25;1.4;0.1;T-6;GG-100;2;0.000115457
3;13;27.3;26;0.99;0.1;T-6;GG-100;2;5.2326E-05
3;13;27.3;27;0.65;0.1;T-6;GG-100;2;0
4;13;28.4;0.1;15;0.7;T-6;GG-100;2;0.009344903
4;13;28.4;0.7;13.1;0.4;T-6;GG-100;2;0.008025434
4;13;28.4;1.3;13;0.4;T-6;GG-100;2;0.009255593
4;13;28.4;2;12.95;0.3;T-6;GG-100;2;0.012662821
4;13;28.4;3;12.44;0.3;T-6;GG-100;2;0.01286781
4;13;28.4;4;13.15;0.2;T-6;GG-100;2;0.012445517
4;13;28.4;5;12;0.2;T-6;GG-100;2;0.010406526
4;13;28.4;6;11;0.2;T-6;GG-100;2;0.009081166
4;13;28.4;7;10.5;0.2;T-6;GG-100;2;0.008335431
4;13;28.4;8;10.1;0.2;T-6;GG-100;2;0.007815988
4;13;28.4;9;9.85;0.2;T-6;GG-100;2;0.007316966
4;13;28.4;10;9.45;0.2;T-6;GG-100;2;0.006794676
4;13;28.4;11;9.15;0.2;T-6;GG-100;2;0.006433393
4;13;28.4;12;8.95;0.2;T-6;GG-100;2;0.005850922
4;13;28.4;13;8.3;0.2;T-6;GG-100;2;0.00518726
4;13;28.4;14;7.95;0.2;T-6;GG-100;2;0.004655687
4;13;28.4;15;7.44;0.2;T-6;GG-100;2;0.004097956
4;13;28.4;16;7;0.2;T-6;GG-100;2;0.003507686
4;13;28.4;17;6.35;0.2;T-6;GG-100;2;0.003020838
4;13;28.4;18;6.05;0.2;T-6;GG-100;2;0.002713256
4;13;28.4;19;5.7;0.2;T-6;GG-100;2;0.00227736
4;13;28.4;20;5.05;0.1;T-6;GG-100;2;0.001810896
4;13;28.4;21;4.54;0.1;T-6;GG-100;2;0.001422124
4;13;28.4;22;3.95;0.1;T-6;GG-100;2;0.001135882
4;13;28.4;23;3.65;0.1;T-6;GG-100;2;0.000740041
4;13;28.4;24;2.35;0.1;T-6;GG-100;2;0.000351269
4;13;28.4;25;1.85;0.1;T-6;GG-100;2;0.000181918
4;13;28.4;26;1.1;0.1;T-6;GG-100;2;6.96059E-05
4;13;28.4;27;0.75;0.1;T-6;GG-100;2;3.227E-05
4;13;28.4;28;0.55;0.1;T-6;GG-100;2;0
5;13.75;26.9;0.1;15.1;0.5;T-6;GG-100;2;0.010360482
5;13.75;26.9;0.7;14.55;0.5;T-6;GG-100;2;0.009442803
5;13.75;26.9;1.3;13.75;0.3;T-6;GG-100;2;0.010318934
5;13.75;26.9;2;13.65;0.3;T-6;GG-100;2;0.01458023
5;13.75;26.9;3;13.6;0.3;T-6;GG-100;2;0.014356827
5;13.75;26.9;4;13.44;0.3;T-6;GG-100;2;0.012795554
5;13.75;26.9;5;12.05;0.3;T-6;GG-100;2;0.011077747
5;13.75;26.9;6;11.7;0.3;T-6;GG-100;2;0.010257791
5;13.75;26.9;7;11.15;0.3;T-6;GG-100;2;0.009462575
5;13.75;26.9;8;10.8;0.3;T-6;GG-100;2;0.008706237
5;13.75;26.9;9;10.25;0.3;T-6;GG-100;2;0.0078207
5;13.75;26.9;10;9.7;0.3;T-6;GG-100;2;0.007054937
5;13.75;26.9;11;9.25;0.2;T-6;GG-100;2;0.006298304
5;13.75;26.9;12;8.65;0.2;T-6;GG-100;2;0.005775524
5;13.75;26.9;13;8.5;0.2;T-6;GG-100;2;0.00541375
5;13.75;26.9;14;8.1;0.2;T-6;GG-100;2;0.004904812
5;13.75;26.9;15;7.7;0.2;T-6;GG-100;2;0.004335889
5;13.75;26.9;16;7.15;0.2;T-6;GG-100;2;0.003631186
5;13.75;26.9;17;6.43;0.2;T-6;GG-100;2;0.003060987
5;13.75;26.9;18;6.05;0.2;T-6;GG-100;2;0.002499235
5;13.75;26.9;19;5.2;0.1;T-6;GG-100;2;0.001784586
5;13.75;26.9;20;4.29;0.2;T-6;GG-100;2;0.001320023
5;13.75;26.9;21;3.9;0.1;T-6;GG-100;2;0.000939042
5;13.75;26.9;22;2.95;0.1;T-6;GG-100;2;0.000506778
5;13.75;26.9;23;2.05;0.1;T-6;GG-100;2;0.000277191
5;13.75;26.9;24;1.69;0.1;T-6;GG-100;2;0.000159675
5;13.75;26.9;25;1.1;0.1;T-6;GG-100;2;6.61256E-05
5;13.75;26.9;26;0.75;0.1;T-6;GG-100;2;0
6;13.55;27.1;0.1;14.95;0.6;T-6;GG-100;2;0.009656274
6;13.55;27.1;0.7;13.65;0.5;T-6;GG-100;2;0.008716152
6;13.55;27.1;1.3;13.55;0.5;T-6;GG-100;2;0.009975586
6;13.55;27.1;2;13.39;0.5;T-6;GG-100;2;0.013677399
6;13.55;27.1;3;13;0.3;T-6;GG-100;2;0.012386122
6;13.55;27.1;4;12.1;0.3;T-6;GG-100;2;0.011499015
6;13.55;27.1;5;12.1;0.4;T-6;GG-100;2;0.010988211
6;13.55;27.1;6;11.55;0.3;T-6;GG-100;2;0.010288641
6;13.55;27.1;7;11.34;0.3;T-6;GG-100;2;0.009844891
6;13.55;27.1;8;11.05;0.2;T-6;GG-100;2;0.009083326
6;13.55;27.1;9;10.45;0.2;T-6;GG-100;2;0.008366006
6;13.55;27.1;10;10.19;0.2;T-6;GG-100;2;0.00777254
6;13.55;27.1;11;9.7;0.2;T-6;GG-100;2;0.007054937
6;13.55;27.1;12;9.25;0.2;T-6;GG-100;2;0.006298304
6;13.55;27.1;13;8.65;0.2;T-6;GG-100;2;0.005709157
6;13.55;27.1;14;8.4;0.2;T-6;GG-100;2;0.005284159
6;13.55;27.1;15;8;0.2;T-6;GG-100;2;0.004634733
6;13.55;27.1;16;7.35;0.1;T-6;GG-100;2;0.003884285
6;13.55;27.1;17;6.7;0.1;T-6;GG-100;2;0.003442463
6;13.55;27.1;18;6.54;0.1;T-6;GG-100;2;0.003046622
6;13.55;27.1;19;5.9;0.1;T-6;GG-100;2;0.002490988
6;13.55;27.1;20;5.35;0.1;T-6;GG-100;2;0.002086214
6;13.55;27.1;21;4.95;0.1;T-6;GG-100;2;0.001654932
6;13.55;27.1;22;4.2;0.1;T-6;GG-100;2;0.001369047
6;13.55;27.1;23;4.15;0.1;T-6;GG-100;2;0.001168441
6;13.55;27.1;24;3.54;0.1;T-6;GG-100;2;0.000833861
6;13.55;27.1;25;2.95;0.1;T-6;GG-100;2;0.000455236
6;13.55;27.1;26;1.7;0.1;T-6;GG-100;2;0.00014438
6;13.55;27.1;27;0.99;0.1;T-6;GG-100;2;0
7;14.3;27.9;0.1;15.9;0.5;T-6;GG-100;2;0.011329054
7;14.3;27.9;0.7;15.1;0.4;T-6;GG-100;2;0.010190541
7;14.3;27.9;1.3;14.3;0.4;T-6;GG-100;2;0.011440689
7;14.3;27.9;2;14.55;0.3;T-6;GG-100;2;0.015417562
7;14.3;27.9;3;13.45;0.3;T-6;GG-100;2;0.013689686
7;14.3;27.9;4;12.95;0.3;T-6;GG-100;2;0.012526806
7;14.3;27.9;5;12.3;0.3;T-6;GG-100;2;0.012028078
7;14.3;27.9;6;12.45;0.3;T-6;GG-100;2;0.011694775
7;14.3;27.9;7;11.95;0.3;T-6;GG-100;2;0.010846545
7;14.3;27.9;8;11.55;0.3;T-6;GG-100;2;0.010120837
7;14.3;27.9;9;11.15;0.2;T-6;GG-100;2;0.009462575
7;14.3;27.9;10;10.8;0.2;T-6;GG-100;2;0.008468261
7;14.3;27.9;11;9.95;0.2;T-6;GG-100;2;0.007104123
7;14.3;27.9;12;9.05;0.2;T-6;GG-100;2;0.006222906
7;14.3;27.9;13;8.75;0.2;T-6;GG-100;2;0.005551391
7;14.3;27.9;14;8.05;0.2;T-6;GG-100;2;0.004995623
7;14.3;27.9;15;7.9;0.2;T-6;GG-100;2;0.004458411
7;14.3;27.9;16;7.15;0.2;T-6;GG-100;2;0.00363624
7;14.3;27.9;17;6.44;0.2;T-6;GG-100;2;0.003212125
7;14.3;27.9;18;6.35;0.2;T-6;GG-100;2;0.002810571
7;14.3;27.9;19;5.59;0.2;T-6;GG-100;2;0.002068935
7;14.3;27.9;20;4.63;0.2;T-6;GG-100;2;0.001727852
7;14.3;27.9;21;4.75;0.2;T-6;GG-100;2;0.001546154
7;14.3;27.9;22;4.1;0.2;T-6;GG-100;2;0.00121236
7;14.3;27.9;23;3.75;0.1;T-6;GG-100;2;0.000793759
7;14.3;27.9;24;2.48;0.1;T-6;GG-100;2;0.000347146
7;14.3;27.9;25;1.64;0.1;T-6;GG-100;2;0.000148915
7;14.3;27.9;26;1.05;0.1;T-6;GG-100;2;6.21152E-05
7;14.3;27.9;27;0.75;0.1;T-6;GG-100;2;0
8;14.5;27.8;0.1;16.55;0.8;T-6;GG-100;2;0.012107131
8;14.5;27.8;0.7;15.49;0.5;T-6;GG-100;2;0.010607354
8;14.5;27.8;1.3;14.5;0.5;T-6;GG-100;2;0.011205933
8;14.5;27.8;2;14.05;0.4;T-6;GG-100;2;0.014962031
8;14.5;27.8;3;13.55;0.4;T-6;GG-100;2;0.013846668
8;14.5;27.8;4;13;0.3;T-6;GG-100;2;0.012481548
8;14.5;27.8;5;12.2;0.3;T-6;GG-100;2;0.011312875
8;14.5;27.8;6;11.8;0.3;T-6;GG-100;2;0.01052679
8;14.5;27.8;7;11.35;0.3;T-6;GG-100;2;0.010388658
8;14.5;27.8;8;11.65;0.2;T-6;GG-100;2;0.010081469
8;14.5;27.8;9;11;0.2;T-6;GG-100;2;0.009040031
8;14.5;27.8;10;10.45;0.2;T-6;GG-100;2;0.008374013
8;14.5;27.8;11;10.2;0.2;T-6;GG-100;2;0.00797346
8;14.5;27.8;12;9.95;0.2;T-6;GG-100;2;0.007284273
8;14.5;27.8;13;9.3;0.2;T-6;GG-100;2;0.006403057
8;14.5;27.8;14;8.75;0.2;T-6;GG-100;2;0.005488559
8;14.5;27.8;15;7.95;0.2;T-6;GG-100;2;0.004632377
8;14.5;27.8;16;7.4;0.2;T-6;GG-100;2;0.004157996
8;14.5;27.8;17;7.15;0.2;T-6;GG-100;2;0.003959388
8;14.5;27.8;18;7.05;0.2;T-6;GG-100;2;0.003560308
8;14.5;27.8;19;6.4;0.2;T-6;GG-100;2;0.003137571
8;14.5;27.8;20;6.24;0.1;T-6;GG-100;2;0.002611453
8;14.5;27.8;21;5.25;0.1;T-6;GG-100;2;0.002025247
8;14.5;27.8;22;4.9;0.1;T-6;GG-100;2;0.001652183
8;14.5;27.8;23;4.25;0.1;T-6;GG-100;2;0.001098968
8;14.5;27.8;24;3.15;0.1;T-6;GG-100;2;0.000675933
8;14.5;27.8;25;2.7;0.1;T-6;GG-100;2;0.000449703
8;14.5;27.8;26;2.04;0.1;T-6;GG-100;2;0.00026307
8;14.5;27.8;27;1.7;0.1;T-6;GG-100;2;0
9;14.1;27.4;0.1;16.15;0.6;T-6;GG-100;2;0.011133608
9;14.1;27.4;0.7;14.55;0.4;T-6;GG-100;2;0.009672473
9;14.1;27.4;1.3;14.1;0.4;T-6;GG-100;2;0.011047047
9;14.1;27.4;2;14.25;0.3;T-6;GG-100;2;0.014764896
9;14.1;27.4;3;13.15;0.3;T-6;GG-100;2;0.01286781
9;14.1;27.4;4;12.44;0.3;T-6;GG-100;2;0.0119701
9;14.1;27.4;5;12.25;0.3;T-6;GG-100;2;0.011500782
9;14.1;27.4;6;11.95;0.2;T-6;GG-100;2;0.010577939
9;14.1;27.4;7;11.25;0.2;T-6;GG-100;2;0.009136242
9;14.1;27.4;8;10.3;0.3;T-6;GG-100;2;0.008053964
9;14.1;27.4;9;9.95;0.2;T-6;GG-100;2;0.007469333
9;14.1;27.4;10;9.55;0.2;T-6;GG-100;2;0.006833455
9;14.1;27.4;11;9.1;0.3;T-6;GG-100;2;0.006016232
9;14.1;27.4;12;8.39;0.3;T-6;GG-100;2;0.005246248
9;14.1;27.4;13;7.95;0.2;T-6;GG-100;2;0.004489532
9;14.1;27.4;14;7.15;0.2;T-6;GG-100;2;0.003611049
9;14.1;27.4;15;6.39;0.2;T-6;GG-100;2;0.003157151
9;14.1;27.4;16;6.29;0.2;T-6;GG-100;2;0.002897593
9;14.1;27.4;17;5.85;0.2;T-6;GG-100;2;0.00202024
9;14.1;27.4;18;4.15;0.2;T-6;GG-100;2;0.001124961
9;14.1;27.4;19;3.38;0.2;T-6;GG-100;2;0.000916045
9;14.1;27.4;20;3.45;0.1;T-6;GG-100;2;0.000809156
9;14.1;27.4;21;2.95;0.1;T-6;GG-100;2;0.000628024
9;14.1;27.4;22;2.7;0.1;T-6;GG-100;2;0.000399768
9;14.1;27.4;23;1.7;0.1;T-6;GG-100;2;0.000161007
9;14.1;27.4;24;1.1;0.1;T-6;GG-100;2;8.67865E-05
9;14.1;27.4;25;1;0.1;T-6;GG-100;2;6.76424E-05
9;14.1;27.4;26;0.85;0.1;T-6;GG-100;2;3.45084E-05
9;14.1;27.4;27;0.45;0.1;T-6;GG-100;2;0
10;15.55;28.1;0.1;17.05;0.6;T-6;GG-100;2;0.012843734
10;15.55;28.1;0.7;15.95;0.4;T-6;GG-100;2;0.011691555
10;15.55;28.1;1.3;15.55;0.4;T-6;GG-100;2;0.011996309
10;15.55;28.1;2;13.95;0.3;T-6;GG-100;2;0.015504741
10;15.55;28.1;3;14.15;0.3;T-6;GG-100;2;0.014757042
10;15.55;28.1;4;13.25;0.3;T-6;GG-100;2;0.013020433
10;15.55;28.1;5;12.49;0.3;T-6;GG-100;2;0.012203269
10;15.55;28.1;6;12.44;0.3;T-6;GG-100;2;0.011545102
10;15.55;28.1;7;11.8;0.3;T-6;GG-100;2;0.010350075
10;15.55;28.1;8;11.15;0.3;T-6;GG-100;2;0.009633792
10;15.55;28.1;9;11;0.3;T-6;GG-100;2;0.009031828
10;15.55;28.1;10;10.44;0.2;T-6;GG-100;2;0.008013264
10;15.55;28.1;11;9.75;0.2;T-6;GG-100;2;0.007166169
10;15.55;28.1;12;9.35;0.2;T-6;GG-100;2;0.007007091
10;15.55;28.1;13;9.54;0.2;T-6;GG-100;2;0.00658062
10;15.55;28.1;14;8.75;0.2;T-6;GG-100;2;0.005365251
10;15.55;28.1;15;7.75;0.2;T-6;GG-100;2;0.004422773
10;15.55;28.1;16;7.25;0.2;T-6;GG-100;2;0.004043721
10;15.55;28.1;17;7.1;0.2;T-6;GG-100;2;0.003822238
10;15.55;28.1;18;6.85;0.2;T-6;GG-100;2;0.003396321
10;15.55;28.1;19;6.29;0.2;T-6;GG-100;2;0.002711548
10;15.55;28.1;20;5.43;0.2;T-6;GG-100;2;0.002043897
10;15.55;28.1;21;4.75;0.2;T-6;GG-100;2;0.001380926
10;15.55;28.1;22;3.55;0.1;T-6;GG-100;2;0.000781177
10;15.55;28.1;23;2.7;0.1;T-6;GG-100;2;0.000435601
10;15.55;28.1;24;1.95;0.1;T-6;GG-100;2;0.00019684
10;15.55;28.1;25;1.1;0.1;T-6;GG-100;2;8.29577E-05
10;15.55;28.1;26;0.95;0.1;T-6;GG-100;2;6.38136E-05
10;15.55;28.1;27;0.85;0.1;T-6;GG-100;2;3.45084E-05
10;15.55;28.1;28;0.45;0.1;T-6;GG-100;2;0
11;15.05;30.1;0.1;16.85;0.8;T-6;GG-100;2;0.012797258
11;15.05;30.1;0.7;16.1;0.5;T-6;GG-100;2;0.011444331
11;15.05;30.1;1.3;15.05;0.4;T-6;GG-100;2;0.011730216
11;15.05;30.1;2;14.15;0.3;T-6;GG-100;2;0.014550483
11;15.05;30.1;3;13.05;0.3;T-6;GG-100;2;0.013273425
11;15.05;30.1;4;12.95;0.3;T-6;GG-100;2;0.012623803
11;15.05;30.1;5;12.4;0.3;T-6;GG-100;2;0.011835263
11;15.05;30.1;6;12.15;0.3;T-6;GG-100;2;0.010811497
11;15.05;30.1;7;11.3;0.3;T-6;GG-100;2;0.010073222
11;15.05;30.1;8;11.35;0.3;T-6;GG-100;2;0.009810507
11;15.05;30.1;9;11;0.2;T-6;GG-100;2;0.009247671
11;15.05;30.1;10;10.7;0.2;T-6;GG-100;2;0.008743445
11;15.05;30.1;11;10.4;0.2;T-6;GG-100;2;0.008213792
11;15.05;30.1;12;10.05;0.2;T-6;GG-100;2;0.007776424
11;15.05;30.1;13;9.85;0.2;T-6;GG-100;2;0.007206519
11;15.05;30.1;14;9.3;0.2;T-6;GG-100;2;0.006684229
11;15.05;30.1;15;9.15;0.2;T-6;GG-100;2;0.006363492
11;15.05;30.1;16;8.85;0.2;T-6;GG-100;2;0.005774506
